NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GO_NEGATIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	109		Rejected!	
GO_CELLULAR_AMINO_ACID_METABOLIC_PROCESS	332	31		
GO_POSITIVE_REGULATION_OF_DNA_BINDING	42		Rejected!	
GO_NUCLEOTIDE_TRANSPORT	25		Rejected!	
GO_REGULATION_OF_HAIR_FOLLICLE_DEVELOPMENT	15		Rejected!	
GO_CRISTAE_FORMATION	11		Rejected!	
GO_SYNAPTIC_VESICLE_RECYCLING	23		Rejected!	
GO_POSITIVE_REGULATION_OF_NUCLEOSIDE_METABOLIC_PROCESS	24		Rejected!	
GO_DORSAL_VENTRAL_PATTERN_FORMATION	91		Rejected!	
GO_REGULATION_OF_VITAMIN_METABOLIC_PROCESS	12		Rejected!	
GO_AEROBIC_RESPIRATION	53		Rejected!	
GO_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	146		Rejected!	
GO_SEQUESTERING_OF_METAL_ION	11		Rejected!	
GO_COPPER_ION_TRANSPORT	20		Rejected!	
GO_MEMBRANE_ASSEMBLY	25		Rejected!	
GO_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	28		Rejected!	
GO_LIPID_DIGESTION	22		Rejected!	
GO_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	1152	115		
GO_POSITIVE_REGULATION_OF_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE	24		Rejected!	
GO_POSITIVE_REGULATION_OF_GENE_EXPRESSION	1733	149		
GO_NEUROMUSCULAR_PROCESS_CONTROLLING_BALANCE	51		Rejected!	
GO_ORGAN_OR_TISSUE_SPECIFIC_IMMUNE_RESPONSE	33		Rejected!	
GO_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_REGULATION_OF_THE_RELEASE_OF_SEQUESTERED_CALCIUM_ION	19		Rejected!	
GO_NEGATIVE_REGULATION_OF_ORGANELLE_ASSEMBLY	22		Rejected!	
GO_RESPONSE_TO_INTERFERON_BETA	22		Rejected!	
GO_REGULATION_OF_ORGAN_FORMATION	32		Rejected!	
GO_FOREBRAIN_DEVELOPMENT	357	27		
GO_RHODOPSIN_MEDIATED_SIGNALING_PATHWAY	14		Rejected!	
GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	95	16		
GO_REGULATION_OF_MESONEPHROS_DEVELOPMENT	26		Rejected!	
GO_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS	1047	102		
GO_REGULATION_OF_CHROMATIN_BINDING	17		Rejected!	
GO_STEM_CELL_PROLIFERATION	60		Rejected!	
GO_NAD_METABOLIC_PROCESS	55		Rejected!	
GO_REGULATION_OF_EXTRACELLULAR_MATRIX_ASSEMBLY	11		Rejected!	
GO_PROTEIN_LOCALIZATION_TO_LYSOSOME	20		Rejected!	
GO_MRNA_MODIFICATION	12		Rejected!	
GO_SOMATIC_DIVERSIFICATION_OF_IMMUNOGLOBULINS	29		Rejected!	
GO_ERBB2_SIGNALING_PATHWAY	39		Rejected!	
GO_AMEBOIDAL_TYPE_CELL_MIGRATION	154		Rejected!	
GO_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION	12		Rejected!	
GO_SPINAL_CORD_MOTOR_NEURON_DIFFERENTIATION	34		Rejected!	
GO_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS	503	61		
GO_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN	122		Rejected!	
GO_AMINOGLYCAN_BIOSYNTHETIC_PROCESS	107		Rejected!	
GO_DICARBOXYLIC_ACID_METABOLIC_PROCESS	101	16		
GO_NEGATIVE_REGULATION_OF_ASTROCYTE_DIFFERENTIATION	13		Rejected!	
GO_POSITIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS	98		Rejected!	
GO_REGULATION_OF_ENERGY_HOMEOSTASIS	17		Rejected!	
GO_REGULATION_OF_MEMBRANE_POTENTIAL	343	32		
GO_POSITIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	28		Rejected!	
GO_PEPTIDYL_PROLINE_HYDROXYLATION	13		Rejected!	
GO_MULTICELLULAR_ORGANISMAL_RESPONSE_TO_STRESS	68		Rejected!	
GO_NEGATIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	40		Rejected!	
GO_ESTABLISHMENT_OF_LOCALIZATION_BY_MOVEMENT_ALONG_MICROTUBULE	97		Rejected!	
GO_AMINO_ACID_BETAINE_TRANSPORT	14		Rejected!	
GO_AMMONIUM_TRANSMEMBRANE_TRANSPORT	24		Rejected!	
GO_REGULATION_OF_GROWTH	633	44		
GO_CATION_TRANSPORT	796	68		
GO_GABAERGIC_NEURON_DIFFERENTIATION	15		Rejected!	
GO_MACROAUTOPHAGY	281	27		
GO_FATTY_ACID_BETA_OXIDATION_USING_ACYL_COA_DEHYDROGENASE	18		Rejected!	
GO_MEMBRANE_DOCKING	68		Rejected!	
GO_EXCITATORY_POSTSYNAPTIC_POTENTIAL	27		Rejected!	
GO_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	65		Rejected!	
GO_REGULATION_OF_NUCLEASE_ACTIVITY	23		Rejected!	
GO_RESPONSE_TO_INORGANIC_SUBSTANCE	479	70		
GO_NEGATIVE_REGULATION_OF_HISTONE_ACETYLATION	15		Rejected!	
GO_PHAGOLYSOSOME_ASSEMBLY	11		Rejected!	
GO_MODULATION_BY_SYMBIONT_OF_HOST_CELLULAR_PROCESS	28		Rejected!	
GO_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT	462	37		
GO_ORGANONITROGEN_COMPOUND_CATABOLIC_PROCESS	343	43		
GO_REGULATION_OF_ASTROCYTE_DIFFERENTIATION	27		Rejected!	
GO_REGULATION_OF_HYDROGEN_PEROXIDE_INDUCED_CELL_DEATH	19		Rejected!	
GO_ADP_METABOLIC_PROCESS	47		Rejected!	
GO_POSITIVE_REGULATION_OF_CELL_PROLIFERATION	814	84		
GO_REGULATION_OF_SODIUM_ION_TRANSPORT	77		Rejected!	
GO_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	57		Rejected!	
GO_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY	41		Rejected!	
GO_HISTONE_DEUBIQUITINATION	21		Rejected!	
GO_GLUCOSAMINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	26		Rejected!	
GO_ORGANIC_ACID_TRANSPORT	261	41		
GO_FOREBRAIN_REGIONALIZATION	25		Rejected!	
GO_FOREBRAIN_GENERATION_OF_NEURONS	66		Rejected!	
GO_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	27		Rejected!	
GO_PANCREAS_DEVELOPMENT	73		Rejected!	
GO_LEUKOCYTE_CHEMOTAXIS	117		Rejected!	
GO_GLUCOSE_6_PHOSPHATE_METABOLIC_PROCESS	22		Rejected!	
GO_MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT	58		Rejected!	
GO_NUCLEAR_PORE_ORGANIZATION	15		Rejected!	
GO_CELLULAR_RESPONSE_TO_NITRIC_OXIDE	15		Rejected!	
GO_INTRA_S_DNA_DAMAGE_CHECKPOINT	12		Rejected!	
GO_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY	232		Rejected!	
GO_HISTONE_H3_K9_MODIFICATION	14		Rejected!	
GO_RESPONSE_TO_INTERFERON_ALPHA	20		Rejected!	
GO_NEGATIVE_REGULATION_OF_TRANSLATIONAL_INITIATION	22		Rejected!	
GO_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	49		Rejected!	
GO_CARDIAC_CONDUCTION_SYSTEM_DEVELOPMENT	12		Rejected!	
GO_REGULATION_OF_GLOMERULAR_FILTRATION	12		Rejected!	
GO_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS	87		Rejected!	
GO_CYTOCHROME_COMPLEX_ASSEMBLY	26		Rejected!	
GO_RESPONSE_TO_METAL_ION	333	46		
GO_CELL_SUBSTRATE_ADHESION	164		Rejected!	
GO_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH	84		Rejected!	
GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	437	49		
GO_ENDOCARDIAL_CUSHION_FORMATION	15		Rejected!	
GO_REGULATION_OF_NUCLEAR_CELL_CYCLE_DNA_REPLICATION	11		Rejected!	
GO_ORGANIC_HYDROXY_COMPOUND_TRANSPORT	155	24		
GO_MITOCHONDRIAL_CALCIUM_ION_HOMEOSTASIS	16		Rejected!	
GO_REPLACEMENT_OSSIFICATION	26		Rejected!	
GO_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS	312	24		
GO_WOUND_HEALING	470	42		
GO_MITOTIC_CELL_CYCLE_ARREST	13		Rejected!	
GO_HEXOSE_CATABOLIC_PROCESS	49		Rejected!	
GO_GLUTAMINE_METABOLIC_PROCESS	23		Rejected!	
GO_RESPONSE_TO_NERVE_GROWTH_FACTOR	37		Rejected!	
GO_NEGATIVE_REGULATION_OF_TELOMERASE_ACTIVITY	15		Rejected!	
GO_RNA_PROCESSING	835	165		
GO_REGULATION_OF_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	13		Rejected!	
GO_POSITIVE_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS	17		Rejected!	
GO_SYNAPTIC_VESICLE_CYCLE	90		Rejected!	
GO_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_METABOLIC_PROCESS	535	66		
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_1_SECRETION	24		Rejected!	
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	57		Rejected!	
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION	136	18		
GO_PSEUDOURIDINE_SYNTHESIS	17		Rejected!	
GO_CELLULAR_PROTEIN_COMPLEX_ASSEMBLY	346	34		
GO_DEFENSE_RESPONSE	1231	107		
GO_POLY_A_MRNA_EXPORT_FROM_NUCLEUS	14		Rejected!	
GO_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	235	25		
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	43		Rejected!	
GO_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY	905	69		
GO_CELLULAR_RESPONSE_TO_INTERLEUKIN_4	26		Rejected!	
GO_PORPHYRIN_CONTAINING_COMPOUND_METABOLIC_PROCESS	36		Rejected!	
GO_SPERM_CAPACITATION	18		Rejected!	
GO_POSITIVE_REGULATION_OF_TELOMERASE_ACTIVITY	28		Rejected!	
GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	35		Rejected!	
GO_CELLULAR_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS	96		Rejected!	
GO_RESPONSE_TO_METHYLMERCURY	12		Rejected!	
GO_REGULATION_OF_CENTRIOLE_REPLICATION	13		Rejected!	
GO_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_METABOLIC_PROCESS	23		Rejected!	
GO_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	74		Rejected!	
GO_CYTOKINE_PRODUCTION	120		Rejected!	
GO_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	85		Rejected!	
GO_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT	370	40		
GO_FOREBRAIN_CELL_MIGRATION	62		Rejected!	
GO_DEMETHYLATION	54		Rejected!	
GO_CELL_MOTILITY	835	61		
GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	67		Rejected!	
GO_DECIDUALIZATION	21		Rejected!	
GO_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	16		Rejected!	
GO_CERAMIDE_BIOSYNTHETIC_PROCESS	43		Rejected!	
GO_NEGATIVE_REGULATION_OF_ORGAN_GROWTH	21		Rejected!	
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	30		Rejected!	
GO_ORGANOPHOSPHATE_ESTER_TRANSPORT	89		Rejected!	
GO_MICROTUBULE_CYTOSKELETON_ORGANIZATION	348	20		
GO_HISTONE_MONOUBIQUITINATION	23		Rejected!	
GO_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION	59		Rejected!	
GO_EMBRYONIC_VISCEROCRANIUM_MORPHOGENESIS	11		Rejected!	
GO_SOMATIC_CELL_DNA_RECOMBINATION	33		Rejected!	
GO_PIGMENTATION	86		Rejected!	
GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY	37		Rejected!	
GO_POSITIVE_REGULATION_OF_TRANSLATIONAL_INITIATION	22		Rejected!	
GO_NEGATIVE_REGULATION_OF_CELL_AGING	17		Rejected!	
GO_B_CELL_MEDIATED_IMMUNITY	99		Rejected!	
GO_AORTA_DEVELOPMENT	41		Rejected!	
GO_CELL_DIFFERENTIATION_INVOLVED_IN_EMBRYONIC_PLACENTA_DEVELOPMENT	25		Rejected!	
GO_ASYMMETRIC_CELL_DIVISION	13		Rejected!	
GO_SPECIFICATION_OF_SYMMETRY	117		Rejected!	
GO_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	123	80		
GO_BILE_ACID_BIOSYNTHETIC_PROCESS	20		Rejected!	
GO_NEGATIVE_REGULATION_OF_COAGULATION	48		Rejected!	
GO_HISTONE_EXCHANGE	53		Rejected!	
GO_LIPID_HOMEOSTASIS	110	19		
GO_CELLULAR_RESPIRATION	143	20		
GO_NUCLEOTIDE_EXCISION_REPAIR_DNA_DAMAGE_RECOGNITION	23		Rejected!	
GO_REGULATION_OF_ENDOTHELIAL_CELL_DEVELOPMENT	12		Rejected!	
GO_B_CELL_DIFFERENTIATION	89		Rejected!	
GO_NEURAL_PRECURSOR_CELL_PROLIFERATION	70		Rejected!	
GO_NUCLEAR_TRANSPORT	355	58		
GO_PEPTIDE_METABOLIC_PROCESS	571	162		
GO_NEGATIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION	53		Rejected!	
GO_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	122	17		
GO_ENDOTHELIAL_CELL_MIGRATION	57		Rejected!	
GO_ORGANIC_HYDROXY_COMPOUND_CATABOLIC_PROCESS	72		Rejected!	
GO_GLYCEROLIPID_METABOLIC_PROCESS	356	49		
GO_PEPTIDYL_AMINO_ACID_MODIFICATION	841	54		
GO_SECRETION	588	47		
GO_REGULATION_OF_SEQUESTERING_OF_TRIGLYCERIDE	12		Rejected!	
GO_NEGATIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	11		Rejected!	
GO_NEGATIVE_REGULATION_OF_PROTEIN_OLIGOMERIZATION	12		Rejected!	
GO_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	139		Rejected!	
GO_POSITIVE_REGULATION_OF_VASODILATION	32		Rejected!	
GO_HOMOCYSTEINE_METABOLIC_PROCESS	11		Rejected!	
GO_NEGATIVE_REGULATION_OF_HISTONE_MODIFICATION	36		Rejected!	
GO_COFACTOR_CATABOLIC_PROCESS	20		Rejected!	
GO_PYRIMIDINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	32		Rejected!	
GO_NEGATIVE_REGULATION_OF_DNA_BINDING	46		Rejected!	
GO_VENTRAL_SPINAL_CORD_DEVELOPMENT	46		Rejected!	
GO_REGULATION_OF_CIRCADIAN_RHYTHM	103		Rejected!	
GO_ANION_TRANSPORT	507	71		
GO_CELL_CELL_ADHESION	608	46		
GO_MORPHOGENESIS_OF_AN_ENDOTHELIUM	16		Rejected!	
GO_GUANOSINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	46		Rejected!	
GO_POSITIVE_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL	39		Rejected!	
GO_REGULATION_OF_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS	155		Rejected!	
GO_CHONDROITIN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS	30		Rejected!	
GO_GLANDULAR_EPITHELIAL_CELL_DEVELOPMENT	18		Rejected!	
GO_RESPONSE_TO_MAGNESIUM_ION	23		Rejected!	
GO_CELLULAR_RESPONSE_TO_ATP	12		Rejected!	
GO_CHOLESTEROL_EFFLUX	26		Rejected!	
GO_PROTEIN_OLIGOMERIZATION	434	29		
GO_BETA_CATENIN_DESTRUCTION_COMPLEX_DISASSEMBLY	22		Rejected!	
GO_INNER_DYNEIN_ARM_ASSEMBLY	11		Rejected!	
GO_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION	285	29		
GO_CHROMATIN_ASSEMBLY_OR_DISASSEMBLY	177	17		
GO_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY	49		Rejected!	
GO_REGULATION_OF_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	22		Rejected!	
GO_LEFT_RIGHT_PATTERN_FORMATION	21		Rejected!	
GO_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	128	21		
GO_RESPONSE_TO_XENOBIOTIC_STIMULUS	105	19		
GO_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION	28		Rejected!	
GO_EMBRYONIC_DIGESTIVE_TRACT_MORPHOGENESIS	17		Rejected!	
GO_PLACENTA_BLOOD_VESSEL_DEVELOPMENT	28		Rejected!	
GO_POSITIVE_REGULATION_OF_GUANYLATE_CYCLASE_ACTIVITY	11		Rejected!	
GO_MELANIN_METABOLIC_PROCESS	14		Rejected!	
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	296	25		
GO_POSITIVE_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION	18		Rejected!	
GO_REGULATION_OF_REMOVAL_OF_SUPEROXIDE_RADICALS	11		Rejected!	
GO_NEGATIVE_REGULATION_OF_STEM_CELL_PROLIFERATION	17		Rejected!	
GO_AGING	264	25		
GO_REGULATION_OF_VACUOLAR_TRANSPORT	29		Rejected!	
GO_CELLULAR_RESPONSE_TO_ELECTRICAL_STIMULUS	14		Rejected!	
GO_REGULATION_OF_OXIDATIVE_PHOSPHORYLATION	16		Rejected!	
GO_NEGATIVE_REGULATION_OF_CHROMOSOME_SEGREGATION	28		Rejected!	
GO_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	98		Rejected!	
GO_REGULATION_OF_BONE_DEVELOPMENT	19		Rejected!	
GO_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY	16		Rejected!	
GO_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY	53		Rejected!	
GO_REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS	13		Rejected!	
GO_POLYSACCHARIDE_CATABOLIC_PROCESS	24		Rejected!	
GO_NEGATIVE_REGULATION_OF_AUTOPHAGY	53		Rejected!	
GO_INNER_CELL_MASS_CELL_PROLIFERATION	11		Rejected!	
GO_POSITIVE_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	14		Rejected!	
GO_POSTTRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION	448	83		
GO_POSITIVE_REGULATION_OF_DNA_DEPENDENT_DNA_REPLICATION	12		Rejected!	
GO_STARTLE_RESPONSE	25		Rejected!	
GO_MOTOR_NEURON_AXON_GUIDANCE	27		Rejected!	
GO_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	724	69		
GO_PYRIMIDINE_RIBONUCLEOSIDE_CATABOLIC_PROCESS	11		Rejected!	
GO_RESPONSE_TO_ENDOGENOUS_STIMULUS	1450	157		
GO_HYPOTHALAMUS_DEVELOPMENT	24		Rejected!	
GO_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	109		Rejected!	
GO_POSITIVE_REGULATION_OF_MEIOTIC_CELL_CYCLE	14		Rejected!	
GO_LATERAL_MESODERM_DEVELOPMENT	11		Rejected!	
GO_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION	40		Rejected!	
GO_EMBRYO_DEVELOPMENT	894	59		
GO_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION	79		Rejected!	
GO_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION	232	19		
GO_REGULATION_OF_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER	24		Rejected!	
GO_WATER_TRANSPORT	20		Rejected!	
GO_ESTABLISHMENT_OF_CELL_POLARITY	88		Rejected!	
GO_BIOTIN_METABOLIC_PROCESS	14		Rejected!	
GO_STEM_CELL_DIVISION	29		Rejected!	
GO_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	23		Rejected!	
GO_POSITIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS	14		Rejected!	
GO_DIGESTIVE_SYSTEM_DEVELOPMENT	148		Rejected!	
GO_POSITIVE_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS	13		Rejected!	
GO_DNA_CONFORMATION_CHANGE	273	28		
GO_DETECTION_OF_MECHANICAL_STIMULUS	42		Rejected!	
GO_SEXUAL_REPRODUCTION	730	49		
GO_EPIDERMAL_CELL_DIFFERENTIATION	142	15		
GO_SYNAPTONEMAL_COMPLEX_ORGANIZATION	21		Rejected!	
GO_BASE_EXCISION_REPAIR	39		Rejected!	
GO_CELLULAR_CARBOHYDRATE_CATABOLIC_PROCESS	33		Rejected!	
GO_NEGATIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE	11		Rejected!	
GO_REGULATION_OF_NUCLEOSIDE_METABOLIC_PROCESS	49		Rejected!	
GO_TAXIS	464	22		
GO_CITRULLINE_METABOLIC_PROCESS	11		Rejected!	
GO_NEGATIVE_REGULATION_OF_AXON_GUIDANCE	27		Rejected!	
GO_ORGAN_FORMATION	34		Rejected!	
GO_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL	19		Rejected!	
GO_REGULATION_OF_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	21		Rejected!	
GO_RESPONSE_TO_GLUCAGON	48		Rejected!	
GO_NEGATIVE_REGULATION_OF_TISSUE_REMODELING	17		Rejected!	
GO_MEMBRANE_TUBULATION	12		Rejected!	
GO_EMBRYONIC_PLACENTA_DEVELOPMENT	83		Rejected!	
GO_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS	443	56		
GO_ANATOMICAL_STRUCTURE_MATURATION	39		Rejected!	
GO_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	11		Rejected!	
GO_CELLULAR_EXTRAVASATION	25		Rejected!	
GO_REGULATION_OF_TELOMERE_MAINTENANCE	67		Rejected!	
GO_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	55		Rejected!	
GO_NEGATIVE_REGULATION_OF_WOUND_HEALING	58		Rejected!	
GO_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	47		Rejected!	
GO_FATTY_ACYL_COA_METABOLIC_PROCESS	51		Rejected!	
GO_NEGATIVE_REGULATION_OF_MUSCLE_CELL_APOPTOTIC_PROCESS	30		Rejected!	
GO_GPI_ANCHOR_METABOLIC_PROCESS	33		Rejected!	
GO_POSITIVE_REGULATION_OF_HISTONE_DEACETYLATION	14		Rejected!	
GO_BLOOD_COAGULATION_FIBRIN_CLOT_FORMATION	25		Rejected!	
GO_POSITIVE_REGULATION_OF_INSULIN_SECRETION	66		Rejected!	
GO_NEGATIVE_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	16		Rejected!	
GO_AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS	12		Rejected!	
GO_NUCLEIC_ACID_PHOSPHODIESTER_BOND_HYDROLYSIS	254	19		
GO_CHEMICAL_HOMEOSTASIS_WITHIN_A_TISSUE	11		Rejected!	
GO_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION	183	15		
GO_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	926	77		
GO_REGULATION_OF_RNA_POLYMERASE_II_TRANSCRIPTIONAL_PREINITIATION_COMPLEX_ASSEMBLY	13		Rejected!	
GO_RETROGRADE_PROTEIN_TRANSPORT_ER_TO_CYTOSOL	16		Rejected!	
GO_EPITHELIAL_CELL_CELL_ADHESION	14		Rejected!	
GO_REGULATION_OF_MITOCHONDRION_ORGANIZATION	218	34		
GO_POLYAMINE_METABOLIC_PROCESS	15		Rejected!	
GO_POSITIVE_REGULATION_OF_MUSCLE_CONTRACTION	44		Rejected!	
GO_NEGATIVE_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY	16		Rejected!	
GO_PTERIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	18		Rejected!	
GO_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	24		Rejected!	
GO_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS	129	21		
GO_POSITIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY	32		Rejected!	
GO_REGULATION_OF_INTERFERON_GAMMA_BIOSYNTHETIC_PROCESS	16		Rejected!	
GO_PROXIMAL_DISTAL_PATTERN_FORMATION	32		Rejected!	
GO_STRIATED_MUSCLE_CONTRACTION	99		Rejected!	
GO_NEGATIVE_REGULATION_OF_ANION_TRANSPORT	33		Rejected!	
GO_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	12		Rejected!	
GO_ECTODERM_DEVELOPMENT	21		Rejected!	
GO_HYALURONAN_METABOLIC_PROCESS	31		Rejected!	
GO_LEUKOCYTE_MIGRATION	259	24		
GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	95		Rejected!	
GO_MEIOSIS_I	88		Rejected!	
GO_SENSORY_PERCEPTION_OF_PAIN	75		Rejected!	
GO_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC	112		Rejected!	
GO_ALDITOL_METABOLIC_PROCESS	20		Rejected!	
GO_MITOCHONDRIAL_ELECTRON_TRANSPORT_UBIQUINOL_TO_CYTOCHROME_C	14		Rejected!	
GO_REGULATION_OF_ANATOMICAL_STRUCTURE_SIZE	472	37		
GO_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	13		Rejected!	
GO_POSITIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION	167	27		
GO_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY	1518	126		
GO_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	17		Rejected!	
GO_PEPTIDYL_LYSINE_MODIFICATION	312	17		
GO_METHYLATION_DEPENDENT_CHROMATIN_SILENCING	11		Rejected!	
GO_REGULATION_OF_LIPOPROTEIN_LIPASE_ACTIVITY	15		Rejected!	
GO_HORMONE_MEDIATED_SIGNALING_PATHWAY	158	16		
