NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GO_RECIPROCAL_DNA_RECOMBINATION	40		Rejected!	
GO_POSITIVE_REGULATION_OF_CELL_KILLING	39		Rejected!	
GO_POSITIVE_REGULATION_OF_NUCLEASE_ACTIVITY	15		Rejected!	
GO_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	178		Rejected!	
GO_NEGATIVE_REGULATION_OF_OSSIFICATION	69		Rejected!	
GO_REGULATION_OF_SKELETAL_MUSCLE_CONTRACTION	11		Rejected!	
GO_CELLULAR_RESPONSE_TO_PEPTIDE	274	25		
GO_REGULATION_OF_DNA_REPLICATION	161	19		
GO_C_TERMINAL_PROTEIN_AMINO_ACID_MODIFICATION	14		Rejected!	
GO_REGULATION_OF_ORGANELLE_ASSEMBLY	148		Rejected!	
GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	118	83		
GO_NEGATIVE_REGULATION_OF_CELL_ADHESION	223	23		
GO_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	15		Rejected!	
GO_CELLULAR_TRANSITION_METAL_ION_HOMEOSTASIS	77		Rejected!	
GO_CELL_CELL_RECOGNITION	60		Rejected!	
GO_NEGATIVE_REGULATION_OF_DNA_METABOLIC_PROCESS	111		Rejected!	
GO_SKELETAL_MUSCLE_CELL_DIFFERENTIATION	53		Rejected!	
GO_RNA_3_END_PROCESSING	98	16		
GO_RESPONSE_TO_ANTIBIOTIC	47		Rejected!	
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_RENIN_ANGIOTENSIN	22		Rejected!	
GO_POSITIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	66	16		
GO_CELL_ADHESION_MEDIATED_BY_INTEGRIN	12		Rejected!	
GO_CELL_FATE_SPECIFICATION	71		Rejected!	
GO_CELLULAR_RESPONSE_TO_GLUCOSE_STARVATION	31		Rejected!	
GO_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	28		Rejected!	
GO_WOUND_HEALING_SPREADING_OF_EPIDERMAL_CELLS	11		Rejected!	
GO_POSITIVE_REGULATION_OF_TRANSPORT	936	100		
GO_MONOCYTE_CHEMOTAXIS	41		Rejected!	
GO_CEREBRAL_CORTEX_CELL_MIGRATION	43		Rejected!	
GO_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY	152	19		
GO_FOLIC_ACID_CONTAINING_COMPOUND_METABOLIC_PROCESS	29		Rejected!	
GO_MYELOID_CELL_DIFFERENTIATION	189	18		
GO_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT	771	81		
GO_TELENCEPHALON_REGIONALIZATION	13		Rejected!	
GO_CELLULAR_RESPONSE_TO_OSMOTIC_STRESS	21		Rejected!	
GO_REGULATION_OF_INTERFERON_GAMMA_SECRETION	11		Rejected!	
GO_REGULATION_OF_RESPONSE_TO_INTERFERON_GAMMA	22		Rejected!	
GO_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS	30		Rejected!	
GO_CELLULAR_COPPER_ION_HOMEOSTASIS	13		Rejected!	
GO_RESPONSE_TO_ACIDIC_PH	21		Rejected!	
GO_REGULATION_OF_RENAL_SYSTEM_PROCESS	38		Rejected!	
GO_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	372	35		
GO_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT	69		Rejected!	
GO_CARDIAC_CHAMBER_FORMATION	11		Rejected!	
GO_PLACENTA_DEVELOPMENT	138	15		
GO_POSITIVE_REGULATION_OF_JUN_KINASE_ACTIVITY	63		Rejected!	
GO_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	37		Rejected!	
GO_LENS_MORPHOGENESIS_IN_CAMERA_TYPE_EYE	19		Rejected!	
GO_ERAD_PATHWAY	74		Rejected!	
GO_MYELIN_MAINTENANCE	12		Rejected!	
GO_CELL_CELL_JUNCTION_ASSEMBLY	74		Rejected!	
GO_LIPID_STORAGE	27		Rejected!	
GO_MEMBRANE_LIPID_METABOLIC_PROCESS	184	19		
GO_REGULATION_OF_EXTENT_OF_CELL_GROWTH	101		Rejected!	
GO_ACTIN_FILAMENT_ORGANIZATION	174	16		
GO_REGULATION_OF_INTERLEUKIN_8_BIOSYNTHETIC_PROCESS	12		Rejected!	
GO_CELL_VOLUME_HOMEOSTASIS	28		Rejected!	
GO_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL	75		Rejected!	
GO_GMP_METABOLIC_PROCESS	20		Rejected!	
GO_RENAL_ABSORPTION	12		Rejected!	
GO_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS	17		Rejected!	
GO_POSITIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	36		Rejected!	
GO_EPITHELIAL_STRUCTURE_MAINTENANCE	21		Rejected!	
GO_PEPTIDYL_LYSINE_TRIMETHYLATION	25		Rejected!	
GO_PROTEIN_REFOLDING	20		Rejected!	
GO_RRNA_CATABOLIC_PROCESS	17		Rejected!	
GO_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	39		Rejected!	
GO_REGULATION_OF_LEUKOCYTE_DEGRANULATION	41		Rejected!	
GO_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS	109	20		
GO_RESPONSE_TO_SALT	16		Rejected!	
GO_REGULATION_OF_CYTOPLASMIC_TRANSLATION	13		Rejected!	
GO_RESPONSE_TO_FUNGUS	52		Rejected!	
GO_ENDOCHONDRAL_BONE_MORPHOGENESIS	45		Rejected!	
GO_DETECTION_OF_TEMPERATURE_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION	13		Rejected!	
GO_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	292	42		
GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS	15		Rejected!	
GO_SULFUR_AMINO_ACID_METABOLIC_PROCESS	40		Rejected!	
GO_RESPONSE_TO_OXYGEN_RADICAL	18		Rejected!	
GO_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	13		Rejected!	
GO_POSITIVE_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS	15		Rejected!	
GO_REGULATION_OF_HORMONE_METABOLIC_PROCESS	26		Rejected!	
GO_PROTEIN_ACYLATION	159		Rejected!	
GO_CRANIOFACIAL_SUTURE_MORPHOGENESIS	14		Rejected!	
GO_REGULATION_OF_LIPID_CATABOLIC_PROCESS	52		Rejected!	
GO_KIDNEY_MORPHOGENESIS	82		Rejected!	
GO_LOCALIZATION_WITHIN_MEMBRANE	122	15		
GO_CYTOKINESIS	84		Rejected!	
GO_REGULATION_OF_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM	19		Rejected!	
GO_HEME_BIOSYNTHETIC_PROCESS	20		Rejected!	
GO_NEURON_PROJECTION_GUIDANCE	205		Rejected!	
GO_POSITIVE_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS	15		Rejected!	
GO_CHONDROITIN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS	43		Rejected!	
GO_EPITHELIAL_CELL_DIFFERENTIATION_INVOLVED_IN_PROSTATE_GLAND_DEVELOPMENT	11		Rejected!	
GO_PROTEIN_PALMITOYLATION	23		Rejected!	
GO_DORSAL_VENTRAL_AXIS_SPECIFICATION	20		Rejected!	
GO_PROTEIN_CHROMOPHORE_LINKAGE	14		Rejected!	
GO_REGULATION_OF_P38MAPK_CASCADE	26		Rejected!	
GO_FEEDING_BEHAVIOR	92		Rejected!	
GO_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	470	41		
GO_REGULATION_OF_INTERLEUKIN_1_SECRETION	33		Rejected!	
GO_REGULATION_OF_TRANSPORT	1804	159		
GO_ESTABLISHMENT_OR_MAINTENANCE_OF_BIPOLAR_CELL_POLARITY	37		Rejected!	
GO_FOREBRAIN_NEURON_FATE_COMMITMENT	12		Rejected!	
GO_SULFUR_AMINO_ACID_BIOSYNTHETIC_PROCESS	19		Rejected!	
GO_CELLULAR_RESPONSE_TO_VITAMIN	26		Rejected!	
GO_PEPTIDE_HORMONE_PROCESSING	32		Rejected!	
GO_CELLULAR_RESPONSE_TO_VITAMIN_D	14		Rejected!	
GO_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE	121		Rejected!	
GO_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS	65		Rejected!	
GO_POSITIVE_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS	19		Rejected!	
GO_GTP_METABOLIC_PROCESS	23		Rejected!	
GO_PROTEIN_K48_LINKED_UBIQUITINATION	47		Rejected!	
GO_MACROMITOPHAGY	134		Rejected!	
GO_NUCLEOTIDE_EXCISION_REPAIR_DNA_DUPLEX_UNWINDING	22		Rejected!	
GO_T_CELL_MEDIATED_IMMUNITY	28		Rejected!	
GO_DNA_DAMAGE_RESPONSE_DETECTION_OF_DNA_DAMAGE	36		Rejected!	
GO_MITOCHONDRION_LOCALIZATION	36		Rejected!	
GO_MATURATION_OF_5_8S_RRNA	28		Rejected!	
GO_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORT	61		Rejected!	
GO_ASPARTATE_METABOLIC_PROCESS	11		Rejected!	
GO_REGULATION_OF_DENDRITE_EXTENSION	19		Rejected!	
GO_MECHANOSENSORY_BEHAVIOR	12		Rejected!	
GO_BONE_RESORPTION	21		Rejected!	
GO_AXONEME_ASSEMBLY	44		Rejected!	
GO_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	424	37		
GO_GANGLION_DEVELOPMENT	13		Rejected!	
GO_REGULATION_OF_SECONDARY_METABOLIC_PROCESS	12		Rejected!	
GO_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS	211	20		
GO_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	159		Rejected!	
GO_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	153		Rejected!	
GO_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS	104		Rejected!	
GO_CARDIAC_SEPTUM_MORPHOGENESIS	49		Rejected!	
GO_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_CELL_FATE_COMMITMENT	20		Rejected!	
GO_CENTRAL_NERVOUS_SYSTEM_NEURON_DEVELOPMENT	70		Rejected!	
GO_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	32		Rejected!	
GO_EXOCYTOSIS	310	16		
GO_REGULATION_OF_HISTONE_H4_ACETYLATION	11		Rejected!	
GO_POSITIVE_REGULATION_OF_LIPID_STORAGE	20		Rejected!	
GO_PYRIMIDINE_NUCLEOSIDE_METABOLIC_PROCESS	51		Rejected!	
GO_REGULATION_OF_SISTER_CHROMATID_COHESION	17		Rejected!	
GO_HEPARAN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS	23		Rejected!	
GO_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION	66		Rejected!	
GO_ZINC_ION_HOMEOSTASIS	21		Rejected!	
GO_POSITIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	179	20		
GO_EYE_PHOTORECEPTOR_CELL_DEVELOPMENT	31		Rejected!	
GO_NEGATIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION	40		Rejected!	
GO_REGULATION_OF_VIRAL_INDUCED_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	15		Rejected!	
GO_GLYCOSYLATION	267	20		
GO_ANGIOGENESIS_INVOLVED_IN_WOUND_HEALING	14		Rejected!	
GO_REGULATION_OF_RECEPTOR_RECYCLING	20		Rejected!	
GO_REGULATION_OF_INTERLEUKIN_2_PRODUCTION	48		Rejected!	
GO_REGULATION_OF_PROTEIN_COMPLEX_DISASSEMBLY	217	20		
GO_NEGATIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION	84		Rejected!	
GO_POSITIVE_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY	24		Rejected!	
GO_NEUTROPHIL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	11		Rejected!	
GO_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	53		Rejected!	
GO_REGULATION_OF_MUSCLE_SYSTEM_PROCESS	195	21		
GO_ARACHIDONATE_TRANSPORT	14		Rejected!	
GO_LONG_CHAIN_FATTY_ACID_TRANSPORT	42		Rejected!	
GO_ACTIN_NUCLEATION	24		Rejected!	
GO_CHROMATIN_REMODELING	150	18		
GO_IMPORT_INTO_CELL	37		Rejected!	
GO_CALCIUM_INDEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	21		Rejected!	
GO_PHOSPHOLIPID_CATABOLIC_PROCESS	30		Rejected!	
GO_REGULATION_OF_EXTRACELLULAR_MATRIX_DISASSEMBLY	14		Rejected!	
GO_REGULATION_OF_PRI_MIRNA_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	17		Rejected!	
GO_COLLECTING_DUCT_DEVELOPMENT	12		Rejected!	
GO_HEXOSE_METABOLIC_PROCESS	157	21		
GO_REGULATION_OF_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS	18		Rejected!	
GO_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	144	17		
GO_NEUROMUSCULAR_PROCESS	97		Rejected!	
GO_ACTIN_CYTOSKELETON_REORGANIZATION	55		Rejected!	
GO_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	394	48		
GO_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	15		Rejected!	
GO_LIPID_LOCALIZATION	264	41		
GO_HETEROCHROMATIN_ORGANIZATION	11		Rejected!	
GO_GLAND_DEVELOPMENT	395	51		
GO_RESPONSE_TO_MERCURY_ION	15		Rejected!	
GO_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY	18		Rejected!	
GO_BETA_CATENIN_TCF_COMPLEX_ASSEMBLY	43		Rejected!	
GO_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY	279	18		
GO_REGULATION_OF_CELL_CYCLE_PROCESS	558	51		
GO_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY	141		Rejected!	
GO_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	323	30		
GO_VESICLE_DOCKING	56		Rejected!	
GO_OLIGODENDROCYTE_DIFFERENTIATION	60		Rejected!	
GO_NEUROMUSCULAR_SYNAPTIC_TRANSMISSION	26		Rejected!	
GO_CELL_KILLING	56		Rejected!	
GO_CELL_CYCLE_CHECKPOINT	194	22		
GO_NEPHRON_TUBULE_FORMATION	18		Rejected!	
GO_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	17		Rejected!	
GO_NEGATIVE_REGULATION_OF_ION_TRANSPORT	127		Rejected!	
GO_CEREBRAL_CORTEX_RADIALLY_ORIENTED_CELL_MIGRATION	29		Rejected!	
GO_LYMPH_VESSEL_DEVELOPMENT	20		Rejected!	
GO_RESPONSE_TO_CADMIUM_ION	40		Rejected!	
GO_RESPONSE_TO_CYTOKINE	714	72		
GO_REGULATION_OF_CARDIAC_CONDUCTION	66		Rejected!	
GO_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	17		Rejected!	
GO_SPLICEOSOMAL_COMPLEX_ASSEMBLY	53		Rejected!	
GO_SNRNA_PROCESSING	22		Rejected!	
GO_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION	823	65		
GO_ATRIOVENTRICULAR_VALVE_DEVELOPMENT	19		Rejected!	
GO_RRNA_MODIFICATION	27		Rejected!	
GO_POSITIVE_REGULATION_OF_MONOOXYGENASE_ACTIVITY	29		Rejected!	
GO_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS	14		Rejected!	
GO_PROSTATE_GLAND_DEVELOPMENT	41		Rejected!	
GO_MICROVILLUS_ORGANIZATION	20		Rejected!	
GO_ADENOHYPOPHYSIS_DEVELOPMENT	14		Rejected!	
GO_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE	22		Rejected!	
GO_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	104		Rejected!	
GO_SECONDARY_METABOLIC_PROCESS	48		Rejected!	
GO_NEGATIVE_REGULATION_OF_GLUCONEOGENESIS	13		Rejected!	
GO_REGULATION_OF_TRANSMISSION_OF_NERVE_IMPULSE	13		Rejected!	
GO_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS	46		Rejected!	
GO_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	41		Rejected!	
GO_PYRUVATE_METABOLIC_PROCESS	65		Rejected!	
GO_POSITIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY	36		Rejected!	
GO_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	41		Rejected!	
GO_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION	19		Rejected!	
GO_POSITIVE_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT5_PROTEIN	16		Rejected!	
GO_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS	27		Rejected!	
GO_ESTABLISHMENT_OF_MITOTIC_SPINDLE_LOCALIZATION	24		Rejected!	
GO_STEROL_METABOLIC_PROCESS	123	18		
GO_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE	131		Rejected!	
GO_REGULATION_OF_POSTTRANSCRIPTIONAL_GENE_SILENCING	21		Rejected!	
GO_POST_ANAL_TAIL_MORPHOGENESIS	18		Rejected!	
GO_PEPTIDYL_ASPARAGINE_MODIFICATION	39		Rejected!	
GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION	68		Rejected!	
GO_CYTOLYSIS	23		Rejected!	
GO_REGULATION_OF_VIRAL_GENOME_REPLICATION	75		Rejected!	
GO_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION	12		Rejected!	
GO_REPRODUCTION	1297	101		
GO_REGULATION_OF_STAT_CASCADE	144		Rejected!	
GO_REGULATION_OF_ION_TRANSPORT	592	45		
GO_DORSAL_SPINAL_CORD_DEVELOPMENT	21		Rejected!	
GO_NEURON_DEATH	47		Rejected!	
GO_POSITIVE_REGULATION_OF_AUTOPHAGY	75		Rejected!	
GO_SIGNAL_TRANSDUCTION_BY_PROTEIN_PHOSPHORYLATION	404	30		
GO_RECEPTOR_MEDIATED_ENDOCYTOSIS	231	21		
GO_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	48		Rejected!	
GO_2_OXOGLUTARATE_METABOLIC_PROCESS	20		Rejected!	
GO_TRYPTOPHAN_METABOLIC_PROCESS	12		Rejected!	
GO_INOSITOL_PHOSPHATE_MEDIATED_SIGNALING	18		Rejected!	
GO_REGULATION_OF_MEMBRANE_PERMEABILITY	70		Rejected!	
GO_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	41		Rejected!	
GO_NEGATIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	13		Rejected!	
GO_POSITIVE_REGULATION_OF_STEM_CELL_PROLIFERATION	61		Rejected!	
GO_GERM_CELL_DEVELOPMENT	209		Rejected!	
GO_NEGATIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS	17		Rejected!	
GO_DNA_LIGATION	16		Rejected!	
GO_REGULATION_OF_SPROUTING_ANGIOGENESIS	28		Rejected!	
GO_CELLULAR_MACROMOLECULE_LOCALIZATION	1234	187		
GO_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	59		Rejected!	
GO_NEPHRON_DEVELOPMENT	115		Rejected!	
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS	64		Rejected!	
GO_PURINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	50		Rejected!	
GO_REGULATION_OF_LIPOPROTEIN_PARTICLE_CLEARANCE	14		Rejected!	
GO_PLATELET_DEGRANULATION	107		Rejected!	
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	113		Rejected!	
GO_LIPID_OXIDATION	70		Rejected!	
GO_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	82		Rejected!	
GO_NOTOCHORD_DEVELOPMENT	18		Rejected!	
GO_DICARBOXYLIC_ACID_CATABOLIC_PROCESS	16		Rejected!	
GO_NAD_BIOSYNTHETIC_PROCESS	15		Rejected!	
GO_REGULATION_OF_SULFUR_METABOLIC_PROCESS	20		Rejected!	
GO_SKIN_DEVELOPMENT	211	19		
GO_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	73		Rejected!	
GO_MESODERM_DEVELOPMENT	118		Rejected!	
GO_GENITALIA_DEVELOPMENT	42		Rejected!	
GO_NEGATIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING	19		Rejected!	
GO_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT1_PROTEIN	16		Rejected!	
GO_CELLULAR_RESPONSE_TO_STRESS	1565	140		
GO_PATTERN_SPECIFICATION_PROCESS	418	17		
GO_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS	45		Rejected!	
GO_PHOSPHATIDIC_ACID_METABOLIC_PROCESS	33		Rejected!	
GO_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION	49		Rejected!	
GO_ANGIOGENESIS	293	25		
GO_EPITHELIAL_CELL_DIFFERENTIATION	495	59		
GO_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	35		Rejected!	
GO_LYMPHOID_PROGENITOR_CELL_DIFFERENTIATION	11		Rejected!	
GO_METHYLATION	284	16		
GO_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT	16		Rejected!	
GO_PROTEIN_IMPORT_INTO_MITOCHONDRIAL_MATRIX	15		Rejected!	
GO_MODULATION_OF_SYNAPTIC_TRANSMISSION	301		Rejected!	
GO_CELLULAR_RESPONSE_TO_REACTIVE_NITROGEN_SPECIES	19		Rejected!	
GO_POSITIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	16		Rejected!	
GO_REGULATION_OF_CATECHOLAMINE_METABOLIC_PROCESS	17		Rejected!	
GO_MELANOCYTE_DIFFERENTIATION	20		Rejected!	
GO_RNA_CATABOLIC_PROCESS	227	98		
GO_DNA_DOUBLE_STRAND_BREAK_PROCESSING	20		Rejected!	
GO_ESTABLISHMENT_OF_MITOCHONDRION_LOCALIZATION	17		Rejected!	
GO_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY	18		Rejected!	
GO_FATTY_ACID_TRANSPORT	56		Rejected!	
GO_VENTRICULAR_TRABECULA_MYOCARDIUM_MORPHOGENESIS	11		Rejected!	
GO_REGULATION_OF_CELL_SHAPE	139		Rejected!	
GO_ARACHIDONIC_ACID_METABOLIC_PROCESS	50		Rejected!	
GO_RESPONSE_TO_ETHER	11		Rejected!	
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_INVOLVED_IN_CELLULAR_RESPONSE_TO_CHEMICAL_STIMULUS	27		Rejected!	
GO_POSITIVE_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION	24		Rejected!	
GO_REGULATION_OF_BLOOD_VOLUME_BY_RENIN_ANGIOTENSIN	11		Rejected!	
GO_RESPONSE_TO_NUTRIENT	191	22		
GO_ORGANELLE_LOCALIZATION	415	30		
GO_VENOUS_BLOOD_VESSEL_DEVELOPMENT	15		Rejected!	
GO_EXECUTION_PHASE_OF_APOPTOSIS	55		Rejected!	
GO_CELL_DEVELOPMENT	1426	100		
GO_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	65		Rejected!	
GO_TELENCEPHALON_DEVELOPMENT	228	19		
GO_PROSTANOID_METABOLIC_PROCESS	27		Rejected!	
GO_MEMBRANE_REPOLARIZATION	15		Rejected!	
GO_CEREBELLAR_PURKINJE_CELL_LAYER_MORPHOGENESIS	14		Rejected!	
GO_CLATHRIN_MEDIATED_ENDOCYTOSIS	35		Rejected!	
GO_PHOSPHATIDYLETHANOLAMINE_ACYL_CHAIN_REMODELING	23		Rejected!	
GO_RESPONSE_TO_GONADOTROPIN	28		Rejected!	
GO_CAMERA_TYPE_EYE_MORPHOGENESIS	101		Rejected!	
GO_RESPONSE_TO_COBALT_ION	13		Rejected!	
GO_NEUROTROPHIN_TRK_RECEPTOR_SIGNALING_PATHWAY	15		Rejected!	
GO_MATERNAL_PLACENTA_DEVELOPMENT	31		Rejected!	
GO_MACROMOLECULE_METHYLATION	205	15		
GO_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE	103		Rejected!	
GO_REGULATION_OF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	14		Rejected!	
GO_POSITIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	39		Rejected!	
GO_CHROMATIN_SILENCING_AT_RDNA	37		Rejected!	
GO_RESPONSE_TO_FOLIC_ACID	15		Rejected!	
GO_GROWTH_PLATE_CARTILAGE_DEVELOPMENT	12		Rejected!	
GO_O_GLYCAN_PROCESSING	58		Rejected!	
GO_POSITIVE_REGULATION_OF_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS	109		Rejected!	
GO_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	96	21		
GO_REGULATION_OF_AUTOPHAGOSOME_ASSEMBLY	34		Rejected!	
GO_NEUTRAL_AMINO_ACID_TRANSPORT	34		Rejected!	
GO_POSITIVE_REGULATION_OF_MULTI_ORGANISM_PROCESS	157	22		
GO_MESENCHYME_MORPHOGENESIS	38		Rejected!	
GO_CENTROSOME_DUPLICATION	32		Rejected!	
GO_REGULATION_OF_BINDING	283	32		
GO_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE	563	50		
GO_POSITIVE_REGULATION_OF_CHEMOTAXIS	120		Rejected!	
GO_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION	109		Rejected!	
GO_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	16		Rejected!	
GO_REGULATION_OF_ARF_PROTEIN_SIGNAL_TRANSDUCTION	16		Rejected!	
GO_PROTEIN_AUTOPHOSPHORYLATION	192		Rejected!	
GO_CELLULAR_COMPONENT_DISASSEMBLY	515	61		
GO_REGULATION_OF_GLIOGENESIS	90		Rejected!	
GO_AMINOGLYCAN_CATABOLIC_PROCESS	68		Rejected!	
